ec_code,cropland_name,landcover_name,cropgroup_name,cropland_label,landcover_label,cropgroup_label
12-10-00-000-0,not_crop,not_crop,not_crop,0,0,0
12-10-00-001-0,not_crop,not_crop,not_crop,0,0,0
12-10-00-002-0,not_crop,not_crop,not_crop,0,0,0
12-10-00-003-0,not_crop,not_crop,not_crop,0,0,0
12-11-00-000-0,not_crop,not_crop,not_crop,0,0,0
13-00-00-000-0,not_crop,not_crop,not_crop,0,0,0
13-01-00-000-0,not_crop,not_crop,not_crop,0,0,0
13-02-00-000-0,not_crop,not_crop,not_crop,0,0,0
13-03-00-000-0,not_crop,not_crop,not_crop,0,0,0
13-04-00-000-0,not_crop,not_crop,not_crop,0,0,0
13-05-00-000-0,not_crop,not_crop,not_crop,0,0,0
13-06-00-000-0,not_crop,not_crop,not_crop,0,0,0
13-07-00-000-0,not_crop,not_crop,not_crop,0,0,0
13-08-00-000-0,not_crop,not_crop,not_crop,0,0,0
13-09-00-000-0,not_crop,not_crop,not_crop,0,0,0
13-10-00-000-0,not_crop,not_crop,not_crop,0,0,0
14-00-00-000-0,not_crop,not_crop,not_crop,0,0,0
14-01-00-000-0,not_crop,not_crop,not_crop,0,0,0
14-02-00-000-0,not_crop,not_crop,not_crop,0,0,0
14-03-00-000-0,not_crop,not_crop,not_crop,0,0,0
15-00-00-000-0,not_crop,not_crop,not_crop,0,0,0
15-01-00-000-0,not_crop,not_crop,not_crop,0,0,0
15-02-00-000-0,not_crop,not_crop,not_crop,0,0,0
15-03-00-000-0,not_crop,not_crop,not_crop,0,0,0
15-04-00-000-0,not_crop,not_crop,not_crop,0,0,0
16-00-00-000-0,not_crop,not_crop,not_crop,0,0,0
17-00-00-000-0,not_crop,not_crop,not_crop,0,0,0
20-00-00-000-0,not_crop,not_crop,not_crop,0,0,0
20-01-00-000-0,not_crop,not_crop,not_crop,0,0,0
20-02-00-000-0,not_crop,not_crop,not_crop,0,0,0
20-03-00-000-0,not_crop,not_crop,not_crop,0,0,0
20-04-00-000-0,not_crop,not_crop,not_crop,0,0,0
20-05-00-000-0,not_crop,not_crop,not_crop,0,0,0
20-06-00-000-0,not_crop,not_crop,not_crop,0,0,0
30-00-00-000-0,not_crop,not_crop,not_crop,0,0,0
30-01-00-000-0,not_crop,not_crop,not_crop,0,0,0
30-02-00-000-0,not_crop,not_crop,not_crop,0,0,0
30-03-00-000-0,not_crop,not_crop,not_crop,0,0,0
30-04-00-000-0,not_crop,not_crop,not_crop,0,0,0
30-05-00-000-0,not_crop,not_crop,not_crop,0,0,0
30-06-00-000-0,not_crop,not_crop,not_crop,0,0,0
40-00-00-000-0,not_crop,not_crop,not_crop,0,0,0
40-01-00-000-0,not_crop,not_crop,not_crop,0,0,0
41-00-00-000-0,not_crop,not_crop,not_crop,0,0,0
41-01-00-000-0,not_crop,not_crop,not_crop,0,0,0
41-01-00-001-0,not_crop,not_crop,not_crop,0,0,0
41-02-00-000-0,not_crop,not_crop,not_crop,0,0,0
41-02-00-001-0,not_crop,not_crop,not_crop,0,0,0
41-02-00-002-0,not_crop,not_crop,not_crop,0,0,0
41-02-00-003-0,not_crop,not_crop,not_crop,0,0,0
41-02-00-004-0,not_crop,not_crop,not_crop,0,0,0
41-02-00-005-0,not_crop,not_crop,not_crop,0,0,0
41-02-00-006-0,not_crop,not_crop,not_crop,0,0,0
41-02-00-007-0,not_crop,not_crop,not_crop,0,0,0
42-00-00-000-0,not_crop,not_crop,not_crop,0,0,0
42-01-00-000-0,not_crop,not_crop,not_crop,0,0,0
42-01-00-001-0,not_crop,not_crop,not_crop,0,0,0
42-01-00-002-0,not_crop,not_crop,not_crop,0,0,0
42-02-00-000-0,not_crop,not_crop,not_crop,0,0,0
43-00-00-000-0,not_crop,not_crop,not_crop,0,0,0
43-00-00-001-0,not_crop,not_crop,not_crop,0,0,0
43-00-00-002-0,not_crop,not_crop,not_crop,0,0,0
43-01-00-000-0,not_crop,not_crop,not_crop,0,0,0
43-02-00-000-0,not_crop,not_crop,not_crop,0,0,0
50-00-00-000-0,not_crop,not_crop,not_crop,0,0,0
50-01-00-000-0,not_crop,not_crop,not_crop,0,0,0
50-02-00-000-0,not_crop,not_crop,not_crop,0,0,0
50-03-00-000-0,not_crop,not_crop,not_crop,0,0,0
50-04-00-000-0,not_crop,not_crop,not_crop,0,0,0
50-05-00-000-0,not_crop,not_crop,not_crop,0,0,0
50-06-00-000-0,not_crop,not_crop,not_crop,0,0,0
50-07-00-000-0,not_crop,not_crop,not_crop,0,0,0
50-08-00-000-0,not_crop,not_crop,not_crop,0,0,0
50-09-00-000-0,not_crop,not_crop,not_crop,0,0,0
50-10-00-000-0,not_crop,not_crop,not_crop,0,0,0
60-00-00-000-0,not_crop,not_crop,not_crop,0,0,0
60-01-00-000-0,not_crop,not_crop,not_crop,0,0,0
60-02-00-000-0,not_crop,not_crop,not_crop,0,0,0
60-03-00-000-0,not_crop,not_crop,not_crop,0,0,0
60-04-00-000-0,not_crop,not_crop,not_crop,0,0,0
70-00-00-000-0,not_crop,not_crop,not_crop,0,0,0
70-01-00-000-0,not_crop,not_crop,not_crop,0,0,0
70-02-00-000-0,not_crop,not_crop,not_crop,0,0,0
70-03-00-000-0,not_crop,not_crop,not_crop,0,0,0
70-04-00-000-0,not_crop,not_crop,not_crop,0,0,0
